data,observado,previsto
2024-06-01,3.75,3.689506714523256
2024-07-01,3.7,3.661410559311546
2024-08-01,3.66,3.664510036928909
2024-09-01,3.54,3.66871918893527
2024-10-01,3.78,3.661357232274881
2024-11-01,3.85,3.6695323311414096
2024-12-01,3.91,3.698493089549504
2025-01-01,4.13,3.7589745047385024
2025-02-01,4.24,3.786117460670067
2025-03-01,4.28,3.8499336643460547
2025-04-01,4.55,3.917780534494994
2025-05-01,4.78,3.9803460363600807
